a,b,c,d,e,used_symbol,ltp,pe,market_cap,status
DAI-ICHI KARKARIA LTD.,DAICHI,,Chemicals,https://halalstock.in/is-dai-ichi-karkaria-ltd-halal-and-shariah-compliant/,DAICHI.BO,264.1,22.23064,1967869952,ok
DAIKAFFIL CHEMICALS INDIA LTD.,DAIKAFFI,,Dyes And Pigments,https://halalstock.in/is-daikaffil-chemicals-india-ltd-halal-and-shariah-compliant/,DAIKAFFI.BO,90.5,,543000000,ok
DALMIA BHARAT LTD,DALBHARAT,DALBHARAT,Cement - South India,https://halalstock.in/is-dalmia-bharat-ltd-halal-and-shariah-compliant/,DALBHARAT.NS,2009.4,33.557114,376960581632,ok
DANLAW TECHNOLOGIES INDIA LTD.,DANLAW,,Computers - Software - Converts,https://halalstock.in/is-danlaw-technologies-india-ltd-halal-and-shariah-compliant/,DANLAW.BO,792.15,19.382189,3858299648,ok
DAPS Advertising Ltd,DAPS,,Advertising &amp; Media Agencies,https://halalstock.in/is-daps-advertising-ltd-halal-and-shariah-compliant/,DAPS.BO,21.4,8.991596,110742856,ok
DARJEELING ROPEWAY COMPANY LTD,DARJEELING,,Finance &amp; Investments,https://halalstock.in/is-darjeeling-ropeway-company-ltd-halal-and-shariah-compliant/,DARJEELING.BO,52.98,160.54544,256952992,ok
DARSHAN ORNA LTD,DARSHANORNA,,Diamond Cutting / Jewellery,https://halalstock.in/is-darshan-orna-ltd-halal-and-shariah-compliant/,DARSHANORNA.BO,3.07,25.583334,307180128,ok
Data Patterns (India) Ltd,DATAPATTNS,DATAPATTNS,Defence,https://halalstock.in/is-data-patterns-india-ltd-halal-and-shariah-compliant/,DATAPATTNS.NS,2970.8,71.43063,166317178880,ok
DATAMATICS GLOBAL SERVICES LTD.,DATAMATICS,DATAMATICS,Computers - Software - Medium / Small,https://halalstock.in/is-datamatics-global-services-ltd-halal-and-shariah-compliant/,DATAMATICS.NS,842.35,21.368595,49910079488,ok
Davangere Sugar,DAVANGERE,DAVANGERE,Sugar,https://halalstock.in/is-davangere-sugar-halal-and-shariah-compliant/,DAVANGERE.NS,4.07,27.133333,5820062720,ok
Davin Sons Retail Ltd,DAVIN,,Garments &amp; Apparels,https://halalstock.in/is-davin-sons-retail-ltd-halal-and-shariah-compliant/,DAVIN.BO,51.62,12.529126,271665312,ok
DCM LTD.,DCM,DCM,Castings &amp; Forgings,https://halalstock.in/is-dcm-ltd-halal-and-shariah-compliant/,DCM.NS,95.1,6.788008,1781550080,ok
DCM NOUVELLE LTD,DCMNVL,DCMNVL,Textiles - Cotton/Blended,https://halalstock.in/is-dcm-nouvelle-ltd-halal-and-shariah-compliant/,DCMNVL.NS,143.22,41.273777,2692174080,ok
DCM SHRIRAM LIMITED,DCMSHRIRAM,DCMSHRIRAM,Diversified - Mega,https://halalstock.in/is-dcm-shriram-limited-halal-and-shariah-compliant/,DCMSHRIRAM.NS,1216.0,26.596674,188637872128,ok
DCW LTD.,DCW,DCW,Petrochemicals,https://halalstock.in/is-dcw-ltd-halal-and-shariah-compliant/,DCW.NS,61.53,36.408283,18168944640,ok
DE NORA INDIA LTD.,DENORA,DENORA,Engineering,https://halalstock.in/is-de-nora-india-ltd-halal-and-shariah-compliant/,DENORA.NS,706.65,140.76694,3751346432,ok
DECCAN CEMENTS LTD.,DECCANCE,DECCANCE,Cement - South India,https://halalstock.in/is-deccan-cements-ltd-halal-and-shariah-compliant/,DECCANCE.NS,779.6,32.894512,10920246272,ok
DECCAN GOLD MINES LTD.,DECNGOLD,,Mining / Minerals / Metals,https://halalstock.in/is-deccan-gold-mines-ltd-halal-and-shariah-compliant/,DECNGOLD.BO,117.6,,18535385088,ok
DECCAN HEALTH CARE LTD,DECCAN,,Food - Processing - Indian,https://halalstock.in/is-deccan-health-care-ltd-halal-and-shariah-compliant/,DECCAN.BO,16.0,28.070175,395986880,ok
DECIPHER LABS LTD,DECIPHER,,Pharmaceuticals - Indian - Formulations,https://halalstock.in/is-decipher-labs-ltd-halal-and-shariah-compliant/,DECIPHER.BO,9.99,,100899000,ok
DEE DEVELOPMENT ENGINEERS LIMITED,DEEDEV,DEEDEV,Industrial Products,https://halalstock.in/is-dee-development-engineers-limited-halal-and-shariah-compliant/,DEEDEV.NS,213.45,30.492857,14784260096,ok
DEEP POLYMERS LTD,DEEP,,Plastics Products,https://halalstock.in/is-deep-polymers-ltd-halal-and-shariah-compliant/,DEEP.BO,43.04,20.792273,1040707200,ok
Deepak Builders &amp; Engineers India Limited,DBEIL,DBEIL,Civil Construction,https://halalstock.in/is-deepak-builders-engineers-india-limited-halal-and-shariah-compliant/,DBEIL.NS,132.99,13.051031,6194788864,ok
Deepak Chemtex Ltd,DEEPAKCHEM,,Specialty Chemicals,https://halalstock.in/is-deepak-chemtex-ltd-halal-and-shariah-compliant/,DEEPAKCHEM.BO,105.05,10.1891365,1141263232,ok
DEEPAK NITRITE LTD.,DEEPAKNI,DEEPAKNTR,Chemicals,https://halalstock.in/is-deepak-nitrite-ltd-halal-and-shariah-compliant/,DEEPAKNI.NS,26999244800.0,1286474750.0,,ok
DEEPAK SPINNERS LTD.,DEEPAKSP,,Textiles - Spinning - Synthetic / Blended,https://halalstock.in/is-deepak-spinners-ltd-halal-and-shariah-compliant/,DEEPAKSP.BO,128.2,,921676928,ok
Delhivery Limited,DELHIVERY,DELHIVERY,Services,https://halalstock.in/is-delhivery-limited-halal-and-shariah-compliant/,DELHIVERY.NS,426.2,232.89618,318702452736,ok
DELTA MANUFACTURING LTD,DELTAMAGNT,DELTAMAGNT,Electronics - Components,https://halalstock.in/is-delta-manufacturing-ltd-halal-and-shariah-compliant/,DELTAMAGNT.NS,78.55,,865158912,ok
DENIS CHEM LAB LTD,DENISCHEM,,Pharmaceuticals - Indian - Bulk Drugs,https://halalstock.in/is-denis-chem-lab-ltd-halal-and-shariah-compliant/,DENISCHEM.BO,87.85,17.025194,1219065344,ok
Denta Water and Infra Solutions Limited,DENTA,DENTA,Water Supply &amp; Management,https://halalstock.in/is-denta-water-and-infra-solutions-limited-halal-and-shariah-compliant/,DENTA.NS,377.75,15.244148,10085924864,ok
Desco Infratech Ltd,DESCO,,Civil Construction,https://halalstock.in/is-desco-infratech-ltd-halal-and-shariah-compliant/,DESCO.BO,221.7,49.266666,1701771008,ok
Dev Labtech Venture Ltd,DEVLAB,,"Gems, Jewellery And Watches",https://halalstock.in/is-dev-labtech-venture-ltd-halal-and-shariah-compliant/,DEVLAB.BO,77.6,85.27472,920579584,ok
DEVINE IMPEX LTD.,DEVINE,,Comm.Trading &amp; Distribution,https://halalstock.in/is-devine-impex-ltd-halal-and-shariah-compliant/,DEVINE.BO,9.7,323.33334,92462336,ok
DEVYANI INTERNATIONAL LTD,DEVYANI,DEVYANI,Hotels,https://halalstock.in/is-devyani-international-ltd-halal-and-shariah-compliant/,DEVYANI.NS,135.64,2712.8,167226802176,ok
DHABRIYA POLYWOOD LTD,DHABRIYA,,Plastics Products,https://halalstock.in/is-dhabriya-polywood-ltd-halal-and-shariah-compliant/,DHABRIYA.BO,380.0,17.608896,4113213440,ok
DHAMPURE SPECIALITY SUGARS LTD.,DHAMPURE,,Sugar,https://halalstock.in/is-dhampure-speciality-sugars-ltd-halal-and-shariah-compliant/,DHAMPURE.BO,101.17,21.525532,883335488,ok
DHANALAXMI ROTO SPINNERS LTD.,DHANROTO,,Textiles - Cotton/Blended,https://halalstock.in/is-dhanalaxmi-roto-spinners-ltd-halal-and-shariah-compliant/,DHANROTO.BO,93.34,6.729632,728107968,ok
DHANLAXMI FABRICS LTD.,DHANFAB,,Textiles - Processing,https://halalstock.in/is-dhanlaxmi-fabrics-ltd-halal-and-shariah-compliant/,DHANFAB.BO,59.92,,514179488,ok
DHANUKA AGRITECH LTD.,DHANUKA,DHANUKA,Pesticides / Agrochemicals - Indian,https://halalstock.in/is-dhanuka-agritech-ltd-halal-and-shariah-compliant/,DHANUKA.NS,1236.6,19.88103,55743852544,ok
Dharmaj Crop Guard Ltd,DHARMAJ,DHARMAJ,Pesticides &amp; Agrochemicals,https://halalstock.in/is-dharmaj-crop-guard-ltd-halal-and-shariah-compliant/,DHARMAJ.NS,242.9,16.891516,8210725376,ok
Dhillon Freight Carrier Ltd.,DHILLON,,Logistics Solution Provider,https://halalstock.in/is-dhillon-freight-carrier-ltd-halal-and-shariah-compliant/,DHILLON.BO,46.3,10.498866,181496000,ok
DHOOT INDUSTRIAL FINANCE LTD.,DHOOTIN,,Trading,https://halalstock.in/is-dhoot-industrial-finance-ltd-halal-and-shariah-compliant/,DHOOTIN.BO,222.2,,1403859584,ok
DHP INDIA LTD.,DHPIND,,Domestic Appliances,https://halalstock.in/is-dhp-india-ltd-halal-and-shariah-compliant/,DHPIND.BO,581.6,2.4419532,1744799872,ok
DHRUV CONSULTANCY SERVICES LTD,DHRUV,DHRUV,Miscellaneous,https://halalstock.in/is-dhruv-consultancy-services-ltd-halal-and-shariah-compliant/,DHRUV.NS,48.78,13.007999,929260352,ok
Dhyaani Tradeventtures Ltd,DHYAANITR,,Trading &amp; Distributors,https://halalstock.in/is-dhyaani-tradeventtures-ltd-halal-and-shariah-compliant/,DHYAANITR.BO,7.76,51.733334,132106240,ok
DIAMINES &amp; CHEMICALS LTD.,DIAMINESQ,DIAMINESQ,Chemicals,https://halalstock.in/is-diamines-chemicals-ltd-halal-and-shariah-compliant/,DIAMINESQ.NS,257.4,,2519593984,ok
DIAMOND POWER INFRASTRUCTURE LIMITED,DIACABS,DIACABS,Cables - Power,https://halalstock.in/is-diamond-power-infrastructure-limited-halal-and-shariah-compliant/,DIACABS.NS,150.12,128.3077,79108898816,ok
DIC INDIA LTD.,DICIND,DICIND,Chemicals,https://halalstock.in/is-dic-india-ltd-halal-and-shariah-compliant/,DICIND.NS,531.6,24.452621,4911744512,ok
Diffusion Engineers Limited,DIFFNKG,DIFFNKG,Other Industrial Products,https://halalstock.in/is-diffusion-engineers-limited-halal-and-shariah-compliant/,DIFFNKG.NS,293.2,25.8326,10973379584,ok
DIGGI MULTITRADE LTD,DML,,Construction,https://halalstock.in/is-diggi-multitrade-ltd-halal-and-shariah-compliant/,DML.BO,11.35,,109839632,ok
DIGISPICE TECHNOLOGIES LTD,DIGISPICE,DIGISPICE,Telecommunications - Equipment,https://halalstock.in/is-digispice-technologies-ltd-halal-and-shariah-compliant/,DIGISPICE.NS,25.1,,5231647744,ok
Digitide Solutions Limited,DIGITIDE,DIGITIDE,IT Enabled Services,https://halalstock.in/is-digitide-solutions-limited-halal-and-shariah-compliant/,DIGITIDE.NS,142.25,,21188052992,ok
Dindigul Farm Product Ltd,DFPL,,Dairy Products,https://halalstock.in/is-dindigul-farm-product-ltd-halal-and-shariah-compliant/,DFPL.BO,17.2,,420183648,ok
DISA INDIA LTD.,DISAQ,,Engineering,https://halalstock.in/is-disa-india-ltd-halal-and-shariah-compliant/,DISAQ.BO,12732.05,38.610046,18515009536,ok
DIVI'S LABORATORIES LTD.,DIVISLAB,DIVISLAB,Pharmaceuticals - Indian - Bulk Drugs,https://halalstock.in/is-divis-laboratories-ltd-halal-and-shariah-compliant/,DIVISLAB.NS,6477.0,69.44355,1719439982592,ok
DIVYASHAKTI GRANITES LTD.,DIVSHKT,,Miscellaneous,https://halalstock.in/is-divyashakti-granites-ltd-halal-and-shariah-compliant/,DIVSHKT.BO,54.4,21.587303,558626624,ok
DIXON TECHNOLOGIES (INDIA) LTD,DIXON,DIXON,Electronics - Consumer,https://halalstock.in/is-dixon-technologies-india-ltd-halal-and-shariah-compliant/,DIXON.NS,14601.0,56.81765,883560022016,ok
DJ MEDIAPRINT &amp; LOGISTICS LTD,DJML,DJML,Printing &amp; Stationery,https://halalstock.in/is-dj-mediaprint-logistics-ltd-halal-and-shariah-compliant/,DJML.NS,69.76,28.016066,2403488768,ok
D-LINK (INDIA) LTD,DLINKINDIA,DLINKINDIA,Computers - Hardware,https://halalstock.in/is-d-link-india-ltd-halal-and-shariah-compliant/,DLINKINDIA.NS,438.75,15.015401,15577751552,ok
DMCC Speciality,DMCC,DMCC,Chemicals,https://halalstock.in/is-dmcc-speciality-halal-and-shariah-compliant/,DMCC.NS,256.85,22.994629,6416304128,ok
DODLA DAIRY LTD,DODLA,DODLA,Food - Processing - Indian,https://halalstock.in/is-dodla-dairy-ltd-halal-and-shariah-compliant/,DODLA.NS,1279.8,29.673082,77219184640,ok
DOLFIN RUBBERS LTD,DOLFIN,,Tyres,https://halalstock.in/is-dolfin-rubbers-ltd-halal-and-shariah-compliant/,DOLFIN.BO,179.0,38.913044,1795350784,ok
DOLLAR INDUSTRIES LTD,DOLLAR,DOLLAR,Textiles - Products,https://halalstock.in/is-dollar-industries-ltd-halal-and-shariah-compliant/,DOLLAR.NS,345.4,18.520107,19589746688,ok
Dolphin Offshore,DOLPHIN,DOLPHIN,Oil Drilling / Allied Services,https://halalstock.in/is-dolphin-offshore-halal-and-shariah-compliant/,DOLPHIN.NS,351.05,26.534391,14043607040,ok
Doms Industries Ltd,DOMS,DOMS,Stationary,https://halalstock.in/is-doms-industries-ltd-halal-and-shariah-compliant/,DOMS.NS,2510.0,72.45959,152368726016,ok
Dr Agarwal's Health Care Ltd,AGARWALEYE,AGARWALEYE,Hospital,https://halalstock.in/is-dr-agarwals-health-care-ltd-halal-and-shariah-compliant/,AGARWALEYE.NS,533.75,147.03856,168756199424,ok
DR. LAL PATHLABS LTD,LALPATHLAB,LALPATHLAB,Healthcare,https://halalstock.in/is-dr-lal-pathlabs-ltd-halal-and-shariah-compliant/,LALPATHLAB.NS,3051.8,47.617416,254724915200,ok
DR.AGARWALS EYE HOSPITAL LTD.,DRAGARWQ,,Healthcare,https://halalstock.in/is-dr-agarwals-eye-hospital-ltd-halal-and-shariah-compliant/,DRAGARWQ.BO,5735.3,42.733772,26955909120,ok
DR.REDDY'S LABORATORIES LTD.,DRREDDY,DRREDDY,Pharmaceuticals - Indian - Bulk Drugs &amp; Formln,https://halalstock.in/is-dr-reddys-laboratories-ltd-halal-and-shariah-compliant/,DRREDDY.NS,1258.8,17.921413,1047980998656,ok
DRA CONSULTANTS LTD,DRA,,Miscellaneous,https://halalstock.in/is-dra-consultants-ltd-halal-and-shariah-compliant/,DRA.BO,17.51,7.2057614,192084704,ok
DRC SYSTEMS INDIA LTD,DRCSYSTEMS,DRCSYSTEMS,Miscellaneous,https://halalstock.in/is-drc-systems-india-ltd-halal-and-shariah-compliant/,DRCSYSTEMS.NS,17.74,14.540983,2580932864,ok
Droneacharya Aerial Innovations Ltd,DRONACHRYA,,Diversified Commercial Services,https://halalstock.in/is-droneacharya-aerial-innovations-ltd-halal-and-shariah-compliant/,DRONACHRYA.BO,56.72,,1360633472,ok
DSJ KEEP LEARNING LTD,KEEPLEARN,KEEPLEARN,Entertainment / Electronic Media Software,https://halalstock.in/is-dsj-keep-learning-ltd-halal-and-shariah-compliant/,KEEPLEARN.NS,2.46,123.00001,384429600,ok
DSM FRESH FOODS LIMITED,DSM,,Meat Products including Poultry,https://halalstock.in/is-dsm-fresh-foods-limited-halal-and-shariah-compliant/,DSM.BO,186.57,45.953205,4158111488,ok
Dugar Housing Developments Ltd,DUGARHOU,,Civil Construction,https://halalstock.in/is-dugar-housing-developments-ltd-halal-and-shariah-compliant/,DUGARHOU.BO,354.0,397.7528,3433799936,ok
DUKE OFFSHORE LTD.,DUKEOFS,,Oil Drilling / Allied Services,https://halalstock.in/is-duke-offshore-ltd-halal-and-shariah-compliant/,DUKEOFS.BO,17.33,,170825280,ok
DUNCAN ENGINEERING LTD,DUNCANENG,,Auto Ancillaries,https://halalstock.in/is-duncan-engineering-ltd-halal-and-shariah-compliant/,DUNCANENG.BO,471.45,37.86747,1742479232,ok
DUROPACK LTD.,DUROPACK,,Packaging,https://halalstock.in/is-duropack-ltd-halal-and-shariah-compliant/,DUROPACK.BO,65.01,20.970968,342745728,ok
DUTRON POLYMERS LTD.,DUTRON,,Plastics Products,https://halalstock.in/is-dutron-polymers-ltd-halal-and-shariah-compliant/,DUTRON.BO,110.4,31.542858,662400000,ok
DWARIKESH SUGAR INDUSTRIES LTD.,DWARKESH,DWARKESH,Sugar,https://halalstock.in/is-dwarikesh-sugar-industries-ltd-halal-and-shariah-compliant/,DWARKESH.NS,40.98,50.59259,7593654272,ok
DYNACONS SYSTEMS &amp; SOLUTIONS LTD.,DSSL,DSSL,Computers - Software - Medium / Small,https://halalstock.in/is-dynacons-systems-solutions-ltd-halal-and-shariah-compliant/,DSSL.NS,915.4,14.771664,11654862848,ok
DYNAMATIC TECHNOLOGIES LTD.,DYNAMATECH,DYNAMATECH,Engineering,https://halalstock.in/is-dynamatic-technologies-ltd-halal-and-shariah-compliant/,DYNAMATECH.NS,9247.5,185.17221,62899265536,ok
DYNAMIC CABLES LTD,DYNAMIC,DYCL,Cables - Power,https://halalstock.in/is-dynamic-cables-ltd-halal-and-shariah-compliant/,DYNAMIC.NS,274.3,38.04438,6451039744,ok
DYNEMIC PRODUCTS LTD.,DYNPRO,DYNPRO,Dyes And Pigments,https://halalstock.in/is-dynemic-products-ltd-halal-and-shariah-compliant/,DYNPRO.NS,272.95,19.49643,3392328448,ok
E.I.D.-PARRY (INDIA) LTD.,EIDPARRY,EIDPARRY,Sugar,https://halalstock.in/is-accedere-ltd-halal-and-shariah-compliant/,EIDPARRY.NS,1030.9,15.94833,183368990720,ok
Earkart Ltd.,EARKART,,Medical Equipment &amp; Supplies,https://halalstock.in/is-earkart-ltd-halal-and-shariah-compliant/,EARKART.BO,182.0,36.327343,2503215616,ok
EAST BUILDTECH LTD.,EASTBUILD,,Construction,https://halalstock.in/is-accedere-ltd-halal-and-shariah-compliant/,EASTBUILD.BO,42.54,,79839072,ok
ECLERX SERVICES LTD.,ECLERX,ECLERX,Computers - Software - Medium / Small,https://halalstock.in/is-accedere-ltd-halal-and-shariah-compliant/,ECLERX.NS,4550.7,35.58849,213581545472,ok
ECO RECYCLING LTD.,ECORECO,,Miscellaneous,https://halalstock.in/is-accedere-ltd-halal-and-shariah-compliant/,ECORECO.BO,499.1,46.08495,9631007744,ok
ECOBOARD INDUSTRIES LTD.,ECOBOAR,,Miscellaneous,https://halalstock.in/is-ecoboard-industries-ltd-halal-and-shariah-compliant/,ECOBOAR.BO,35.0,,803786368,ok
ECOPLAST LTD.,ECOPLAST,,Packaging,https://halalstock.in/is-ecoplast-ltd-halal-and-shariah-compliant/,ECOPLAST.BO,497.1,19.72619,1717244928,ok
ECS BIZTECH LTD,ECS,,Computers - Hardware,https://halalstock.in/is-ecs-biztech-ltd-halal-and-shariah-compliant/,ECS.BO,12.81,1281.0001,263310176,ok
EICHER MOTORS LTD.,EICHERMOT,EICHERMOT,Automobiles - Motorcycles / Mopeds,https://halalstock.in/is-eicher-motors-ltd-halal-and-shariah-compliant/,EICHERMOT.NS,7053.5,37.879276,1934769651712,ok
EIMCO ELECON (INDIA) LTD.,EIMCOELECO,EIMCOELECO,Engineering,https://halalstock.in/is-eimco-elecon-india-ltd-halal-and-shariah-compliant/,EIMCOELECO.NS,1632.4,23.040226,9416311808,ok
Ekennis Software Service Ltd,EKENNIS,,IT Enabled Services,https://halalstock.in/is-ekennis-software-service-ltd-halal-and-shariah-compliant/,EKENNIS.BO,158.15,,221409984,ok
EKI ENERGY SERVICES LTD,EKI,,Miscellaneous,https://halalstock.in/is-eki-energy-services-ltd-halal-and-shariah-compliant/,EKI.BO,104.05,,2876326400,ok
ELANGO INDUSTRIES LTD.,ELANGO,,Mining / Minerals / Metals,https://halalstock.in/is-elango-industries-ltd-halal-and-shariah-compliant/,ELANGO.BO,13.2,,50372520,ok
ELANTAS BECK INDIA LTD.,ELANTAS,,Chemicals,https://halalstock.in/is-elantas-beck-india-ltd-halal-and-shariah-compliant/,ELANTAS.BO,9713.9,55.86554,77008723968,ok
ELDECO HOUSING &amp; INDUSTRIES LTD.,ELDEHSG,ELDEHSG,Construction,https://halalstock.in/is-eldeco-housing-industries-ltd-halal-and-shariah-compliant/,ELDEHSG.NS,780.0,52.069427,7714405888,ok
ELECON ENGINEERING CO.LTD.,ELECON,ELECON,Engineering,https://halalstock.in/is-elecon-engineering-co-ltd-halal-and-shariah-compliant/,ELECON.NS,504.45,21.885035,113208508416,ok
ELECTROSTEEL CASTINGS LTD.,ELECTCAST,ELECTCAST,Castings &amp; Forgings,https://halalstock.in/is-electrosteel-castings-ltd-halal-and-shariah-compliant/,ELECTCAST.NS,73.98,9.212953,45733298176,ok
ELEGANT MARBLES &amp; GRANI INDUSTRIES LTD.,ELEMARB,,Miscellaneous,https://halalstock.in/is-elegant-marbles-grani-industries-ltd-halal-and-shariah-compliant/,ELEMARB.BO,225.95,22.1737,669489856,ok
ELGI EQUIPMENTS LTD.,ELGIEQUIP,ELGIEQUIP,Compressors / Drilling Equipment,https://halalstock.in/is-elgi-equipments-ltd-halal-and-shariah-compliant/,ELGIEQUIP.NS,510.5,41.504063,161165770752,ok
Elin Electronics Ltd,ELIN,ELIN,Household Appliances,https://halalstock.in/is-elin-electronics-ltd-halal-and-shariah-compliant/,ELIN.NS,181.27,22.94557,9009754112,ok
EMAMI LTD.,EMAMILTD,EMAMILTD,Personal Care - Indian,https://halalstock.in/is-emami-ltd-halal-and-shariah-compliant/,EMAMILTD.NS,530.5,30.682474,231928922112,ok
EMCURE PHARMACEUTICALS LIMITED,EMCURE,EMCURE,Pharmaceuticals,https://halalstock.in/is-emcure-pharmaceuticals-limited-halal-and-shariah-compliant/,EMCURE.NS,1414.3,33.78643,268101566464,ok
Emmforce Autotech Ltd,EMMFORCE,,Auto Components &amp; Equipments,https://halalstock.in/is-emmforce-autotech-ltd-halal-and-shariah-compliant/,EMMFORCE.BO,157.45,36.873535,3227662080,ok
Emmvee Photovoltaic Power Limited,EMMVEE,EMMVEE,Other Electrical Equipment,https://halalstock.in/is-emmvee-photovoltaic-power-limited-halal-and-shariah-compliant/,EMMVEE.NS,217.26,28.4,150418882560,ok
EMPIRE INDUSTRIES LTD.,EMPIND,,Glass &amp; Glass Products,https://halalstock.in/is-empire-industries-ltd-halal-and-shariah-compliant/,EMPIND.BO,930.15,15.104742,5580899328,ok
EMPOWER INDIA LTD.,EMPOWER,,Trading,https://halalstock.in/is-empower-india-ltd-halal-and-shariah-compliant/,EMPOWER.BO,1.58,52.666668,1838801664,ok
EMS Ltd,EMSLIMITED,EMSLIMITED,Water Supply &amp; Management,https://halalstock.in/is-ems-ltd-halal-and-shariah-compliant/,EMSLIMITED.NS,438.4,14.947153,24344705024,ok
eMudhra Ltd,EMUDHRA,EMUDHRA,IT Enabled Services,https://halalstock.in/is-emudhra-ltd-halal-and-shariah-compliant/,EMUDHRA.NS,617.45,53.784847,50439557120,ok
Encode Packaging India Ltd,ENCODE,,Print Media,https://halalstock.in/is-encode-packaging-india-ltd-halal-and-shariah-compliant/,ENCODE.BO,12.0,,37825200,ok
ENDURANCE TECHNOLOGIES LTD,ENDURANCE,ENDURANCE,Auto Ancillaries,https://halalstock.in/is-endurance-technologies-ltd-halal-and-shariah-compliant/,ENDURANCE.NS,2643.6,42.01526,371856310272,ok
ENGINEERS INDIA LTD.,ENGINERSIN,ENGINERSIN,Engineering - Turnkey Services,https://halalstock.in/is-engineers-india-ltd-halal-and-shariah-compliant/,ENGINERSIN.NS,196.84,20.568443,110632419328,ok
ENKEI WHEELS (INDIA) LTD.,ENKEIWHEL,,Auto Ancillaries,https://halalstock.in/is-enkei-wheels-india-ltd-halal-and-shariah-compliant/,ENKEIWHEL.BO,515.4,,9264262144,ok
Entero Healthcare Solution Ltd,ENTERO,ENTERO,Pharmacy Retail,https://halalstock.in/is-entero-healthcare-solution-ltd-halal-and-shariah-compliant/,ENTERO.NS,1062.7,41.83858,46239068160,ok
Enviro Infra Engineers Limited,EIEL,EIEL,Water Supply &amp; Management,https://halalstock.in/is-enviro-infra-engineers-limited-halal-and-shariah-compliant/,EIEL.NS,217.15,19.014885,38116339712,ok
Epack Durable,EPACK,EPACK,Air-conditioners,https://halalstock.in/is-epack-durable-halal-and-shariah-compliant/,EPACK.NS,271.05,63.626755,26082727936,ok
EPack Prefab Technologies Limited,EPACKPEB,EPACKPEB,Industrial Products,https://halalstock.in/is-epack-prefab-technologies-limited-halal-and-shariah-compliant/,EPACKPEB.NS,322.15,54.601692,32360611840,ok
EPIC ENERGY LTD.,EPIC,,Electric Equipment,https://halalstock.in/is-epic-energy-ltd-halal-and-shariah-compliant/,EPIC.BO,44.33,28.416668,319685824,ok
